seconds,updates,mean reward,lr,max-grad-norm,seed
35,10,0.0,0.0001,0.4,96
54,20,0.037551515
73,30,0.046736002
92,40,0.054576002
111,50,0.082112
129,60,0.184944
148,70,0.23789601
167,80,0.208648
186,90,0.144776
204,100,0.072592
223,110,0.00916
242,120,0.026168
261,130,0.026167998
279,140,0.009608
298,150,0.045535997
317,160,0.065416
336,170,0.055896
354,180,0.036208
373,190,0.10752
392,200,0.082088
411,210,0.065888
429,220,0.12388799
448,230,0.167304
466,240,0.22329599
485,250,0.120440006
504,260,0.056736004
522,270,0.028408
541,280,0.029256001
560,290,0.048392
578,300,0.067751996
597,310,0.097008
615,320,0.038416
634,330,0.038656
652,340,0.058536
671,350,0.115664005
689,360,0.116264
708,370,0.097208
726,380,0.114904
745,390,0.086488
763,400,0.08817599
782,410,0.06848
801,420,0.0392
819,430,0.009888
838,440,0.029711999
857,450,0.087047994
875,460,0.087055996
894,470,0.134624
912,480,0.143384
931,490,0.173544
949,500,0.268848
968,510,0.297952
987,520,0.300024
1005,530,0.298008
1024,540,0.299344
1043,550,0.220344
1061,560,0.237264
1080,570,0.218544
1099,580,0.1974
1117,590,0.264936
1136,600,0.35645598
1155,610,0.271208
1173,620,0.17627199
1192,630,0.221648
1210,640,0.320928
1229,650,0.332472
1247,660,0.250384
1266,670,0.29128
1285,680,0.22079201
1303,690,0.12363199
1322,700,0.142288
1340,710,0.22151199
1359,720,0.21091197
1377,730,0.163048
1396,740,0.16254403
1414,750,0.220632
1433,760,0.19108002
1451,770,0.16938402
1470,780,0.130944
1489,790,0.219832
1508,800,0.23480798
1526,810,0.245352
1545,820,0.3316
1564,830,0.359936
1583,840,0.259904
1601,850,0.22867198
1620,860,0.23558399
1638,870,0.16906399
1657,880,0.236128
1676,890,0.198904
1694,900,0.123
1713,910,0.28855202
1732,920,0.31529602
1750,930,0.27144003
1769,940,0.339024
1787,950,0.364952
1806,960,0.32488003
1824,970,0.262768
1843,980,0.265128
1862,990,0.269776
1881,1000,0.318928
1899,1010,0.34695202
1918,1020,0.36908
1937,1030,0.475224
1955,1040,0.391392
1974,1050,0.485224
1992,1060,0.594256
2011,1070,0.8694161
2030,1080,0.932464
2049,1090,0.94532007
2068,1100,0.9380321
2087,1110,0.9462961
2106,1120,0.9456002
2125,1130,0.943104
2144,1140,0.9428799
2162,1150,0.94820005
2181,1160,0.9476559
2200,1170,0.94024
2219,1180,0.9436
2238,1190,0.9440081
2256,1200,0.941792
2275,1210,0.939936
2294,1220,0.9428
2313,1230,0.945888
2332,1240,0.941928
2351,1250,0.939592
2369,1260,0.93489593
2388,1270,0.94500804
2407,1280,0.9435839
2426,1290,0.935872
2445,1300,0.94317603
2464,1310,0.93923205
2482,1320,0.9416801
2501,1330,0.94228005
2520,1340,0.9434401
2539,1350,0.946944
2558,1360,0.94408005
2577,1370,0.943328
2596,1380,0.9452719
2614,1390,0.9428
2633,1400,0.9452559
2652,1410,0.9385841
2670,1420,0.937904
2689,1430,0.9415441
2708,1440,0.93146396
2727,1450,0.93524
2745,1460,0.943712
2764,1470,0.93393606
2783,1480,0.9402559
2801,1490,0.9466959
2820,1500,0.920888
2839,1510,0.94059205
2858,1520,0.9467281
2876,1530,0.9327121
2895,1540,0.94268006
2914,1550,0.9403201
2933,1560,0.9454481
2951,1570,0.92001605
2970,1580,0.935688
2989,1590,0.94418395
3008,1600,0.9447599
3026,1610,0.93941605
3045,1620,0.93743193
3064,1630,0.94727206
3083,1640,0.946088
3101,1650,0.942424
3120,1660,0.9415039
3139,1670,0.941448
3157,1680,0.94413596
3176,1690,0.93491197
3204,1700,0.94548804
3222,1710,0.9454
3241,1720,0.9489359
3260,1730,0.94959205
3278,1740,0.944896
3297,1750,0.943816
3315,1760,0.941552
3334,1770,0.94560003
3352,1780,0.93973595
3371,1790,0.94831204
3390,1800,0.941728
3408,1810,0.93771994
3427,1820,0.94528
3445,1830,0.94571996
3464,1840,0.94195205
3482,1850,0.94913596
3501,1860,0.94135195
3519,1870,0.9376401
3538,1880,0.94268
3557,1890,0.951312
3575,1900,0.92840797
3594,1910,0.94329596
3612,1920,0.93943197
3631,1930,0.9360079
3649,1940,0.945792
3668,1950,0.92944795
3686,1960,0.91596794
3705,1970,0.9289759
3723,1980,0.9434319
3742,1990,0.942424
3761,2000,0.89963204
3779,2010,0.93307203
3798,2020,0.944768
3816,2030,0.9460479
3835,2040,0.9415199
3853,2050,0.943968
3872,2060,0.94326407
3890,2070,0.939352
3909,2080,0.944576
3927,2090,0.94660807
3946,2100,0.94726396
3964,2110,0.94275993
3983,2120,0.94384795
4005,2130,0.946944
4023,2140,0.94044805
4042,2150,0.940688
4061,2160,0.94359994
4079,2170,0.94388
4098,2180,0.94240797
4117,2190,0.95067996
4135,2200,0.94390404
4154,2210,0.944048
4172,2220,0.94520795
4191,2230,0.94888794
4210,2240,0.94420797
4228,2250,0.94268805
4247,2260,0.9420639
4265,2270,0.94159997
4284,2280,0.9487601
4302,2290,0.9445999
4321,2300,0.94587207
4339,2310,0.93896
4358,2320,0.945736
4377,2330,0.942528
4395,2340,0.943976
4414,2350,0.94579995
4432,2360,0.9423201
4451,2370,0.9393199
4470,2380,0.94104004
4488,2390,0.943416
4507,2400,0.94355994
4525,2410,0.943448
4544,2420,0.943464
4562,2430,0.946344
4581,2440,0.945112
4600,2450,0.94652003
4619,2460,0.93922406
4637,2470,0.9392321
4656,2480,0.943984
4675,2490,0.947328
4693,2500,0.9413121
4712,2510,0.94654393
4730,2520,0.9389841
4749,2530,0.94132805
