seconds,updates,mean reward
5305,2810,0.9442721
5324,2820,0.94028807
5343,2830,0.94622415
5361,2840,0.943088
5380,2850,0.93762404
5399,2860,0.9434719
5418,2870,0.942184
5436,2880,0.945064
5455,2890,0.9444639
5474,2900,0.94300807
5493,2910,0.94160795
5511,2920,0.94299203
5530,2930,0.9464321
5549,2940,0.94304
5567,2950,0.94644797
5586,2960,0.94172806
5605,2970,0.94557595
5623,2980,0.9423599
5642,2990,0.950992
5661,3000,0.9428799
5680,3010,0.943704
5698,3020,0.930872
5717,3030,0.9373041
5736,3040,0.94149595
5754,3050,0.9458321
5773,3060,0.94472796
5792,3070,0.9443201
5810,3080,0.9424401
5829,3090,0.94871986
5848,3100,0.95272005
5867,3110,0.90928006
5885,3120,0.948304
5904,3130,0.9455599
5923,3140,0.94832003
5941,3150,0.94220805
5960,3160,0.94424
5979,3170,0.9417521
5998,3180,0.932608
6016,3190,0.948992
6035,3200,0.94513613
6054,3210,0.94600004
6072,3220,0.945464
6091,3230,0.942592
6110,3240,0.93918395
6128,3250,0.941736
6147,3260,0.9402401
6166,3270,0.94422394
6185,3280,0.942336
6203,3290,0.944536
6222,3300,0.93575996
6241,3310,0.94364
6260,3320,0.939992
6278,3330,0.937416
6297,3340,0.9491281
6316,3350,0.94332004
6334,3360,0.944536
6353,3370,0.94469595
6372,3380,0.94297594
6390,3390,0.9402961
6409,3400,0.9409521
6428,3410,0.94899195
6447,3420,0.9399441
6465,3430,0.94249606
6484,3440,0.939504
6503,3450,0.945936
6522,3460,0.944936
6540,3470,0.94403195
6559,3480,0.94395185
6578,3490,0.945624
6597,3500,0.94424003
6615,3510,0.94519204
6634,3520,0.9392799
6653,3530,0.93935204
6671,3540,0.938912
6690,3550,0.943224
6709,3560,0.941136
6728,3570,0.94464797
6746,3580,0.94901603
6765,3590,0.94372004
6784,3600,0.93695205
6802,3610,0.94252807
6821,3620,0.94401604
6840,3630,0.948328
6859,3640,0.94244003
6877,3650,0.940336
6896,3660,0.946464
6915,3670,0.9453841
6934,3680,0.9461119
6952,3690,0.9423041
6971,3700,0.93836004
6990,3710,0.941648
7009,3720,0.943048
7027,3730,0.945728
7046,3740,0.9389279
