seconds,updates,mean reward
35,10,0.016816666
55,20,0.017690722
74,30,0.019064
93,40,0.049287997
111,50,0.057407998
130,60,0.046455998
149,70,0.017216
168,80,0.018296
187,90,0.038815998
207,100,0.037807997
226,110,0.018424
245,120,0.019128
264,130,0.028048001
283,140,0.027968
302,150,0.036792
321,160,0.074672
339,170,0.08392
359,180,0.07284
377,190,0.057031993
397,200,0.093407996
416,210,0.09919201
436,220,0.10049601
455,230,0.164664
474,240,0.19109601
493,250,0.1084
511,260,0.055503998
530,270,0.064464
549,280,0.210592
568,290,0.253792
587,300,0.192616
605,310,0.262272
624,320,0.213968
643,330,0.25744802
661,340,0.26604
680,350,0.17377602
699,360,0.20885602
718,370,0.20239198
737,380,0.20566401
756,390,0.168104
774,400,0.14002399
793,410,0.10955999
812,420,0.07232
832,430,0.09187201
851,440,0.083792
871,450,0.076248
890,460,0.04788
909,470,0.038207997
929,480,0.038831998
948,490,0.058183998
967,500,0.029463999
987,510,0.019552
1006,520,0.066688
1025,530,0.066904
1044,540,0.054672
1063,550,0.063640006
1082,560,0.049303997
1101,570,0.056752
1119,580,0.065352
1138,590,0.066080004
1157,600,0.047128
1175,610,0.047264
1194,620,0.045368
1213,630,0.046568003
1232,640,0.028927999
1250,650,0.08624801
1269,660,0.115856
1288,670,0.07612
1306,680,0.045392
1325,690,0.018927999
1344,700,0.046232
1363,710,0.066736005
1382,720,0.066288
1400,730,0.045824002
1419,740,0.055616
1438,750,0.046336003
1457,760,0.045688
1475,770,0.037784
1494,780,0.096232004
1513,790,0.077456005
1532,800,0.029272001
1551,810,0.066272
1570,820,0.046432
1590,830,0.029032
1609,840,0.039024
1628,850,0.028351998
1648,860,0.008504
1667,870,0.008704
1686,880,0.0366
1706,890,0.047480002
1725,900,0.048776
1744,910,0.047896005
1763,920,0.028471999
1782,930,0.056488
1801,940,0.08503199
1820,950,0.029504
1839,960,0.038496
1858,970,0.038808003
1876,980,0.06835201
1895,990,0.048952
1914,1000,0.067848
1932,1010,0.077984
1951,1020,0.067184
1970,1030,0.055512
1989,1040,0.055903997
2008,1050,0.057024
2027,1060,0.0572
2046,1070,0.047424003
2065,1080,0.018552
2084,1090,0.018399999
2103,1100,0.037264
2122,1110,0.083151996
2141,1120,0.072720006
2159,1130,0.03548
2178,1140,0.06451199
2197,1150,0.064568
2216,1160,0.06444
2235,1170,0.054856
2254,1180,0.035896
2272,1190,0.07424
2291,1200,0.065120004
2310,1210,0.0
2329,1220,0.0
2348,1230,0.009848
2367,1240,0.04684
2386,1250,0.084888004
2405,1260,0.055464
2423,1270,0.055839997
2442,1280,0.037224002
2461,1290,0.075215995
2480,1300,0.047159996
2499,1310,0.027112
2517,1320,0.026624
2536,1330,0.03724
2555,1340,0.037952
2574,1350,0.038552
2593,1360,0.038112
2612,1370,0.0378
2630,1380,0.047552
2649,1390,0.055648003
2668,1400,0.027216
2686,1410,0.00952
2705,1420,0.065536
2724,1430,0.19961601
2742,1440,0.191928
2761,1450,0.178336
2779,1460,0.12028
2798,1470,0.034896
2816,1480,0.03472
2835,1490,0.035472002
2854,1500,0.027576001
2873,1510,0.01868
2891,1520,0.027976
2910,1530,0.047976
2928,1540,0.066672
2947,1550,0.074384004
2965,1560,0.084264
2984,1570,0.06526401
3002,1580,0.122903995
3021,1590,0.125256
3039,1600,0.13984801
3057,1610,0.149768
3076,1620,0.048344
3095,1630,0.0
3113,1640,0.037135996
3132,1650,0.074736
3150,1660,0.0376
3169,1670,0.008104
3187,1680,0.008104
3206,1690,0.0
3224,1700,0.0
3243,1710,0.025336
3261,1720,0.02536
3280,1730,0.02572
3298,1740,0.025767999
3317,1750,0.008432
3335,1760,0.016464
3354,1770,0.041184
3372,1780,0.024720002
3391,1790,0.01712
3409,1800,0.042519998
3428,1810,0.0254
3447,1820,0.009848
3466,1830,0.009848
3484,1840,0.0097280005
3503,1850,0.019352
3522,1860,0.019384
3540,1870,0.038168002
3559,1880,0.019208
3577,1890,0.0
3596,1900,0.027143998
3614,1910,0.055416
3633,1920,0.038088
3651,1930,0.047831997
3670,1940,0.047944
3689,1950,0.038104
3707,1960,0.05568
3726,1970,0.054640003
3744,1980,0.027936
3763,1990,0.056976005
3782,2000,0.120536
3800,2010,0.098448
3818,2020,0.037175998
3837,2030,0.064215995
3855,2040,0.130232
3874,2050,0.122728005
3892,2060,0.140504
3911,2070,0.05568
3929,2080,0.029064
3948,2090,0.029071998
3966,2100,0.028183999
3985,2110,0.0466
4004,2120,0.028352
4022,2130,0.009951999
4041,2140,0.056488004
4059,2150,0.158792
4078,2160,0.19508
4096,2170,0.118232004
4115,2180,0.044008
4133,2190,0.008024
4152,2200,0.01816
4171,2210,0.046472
4189,2220,0.067728
4208,2230,0.086408004
4226,2240,0.063704
4245,2250,0.017935999
4263,2260,0.029696003
4282,2270,0.12093599
4300,2280,0.11124001
4319,2290,0.152808
4337,2300,0.17322399
4356,2310,0.16179201
4374,2320,0.134128
4392,2330,0.103864
4410,2340,0.113504
4429,2350,0.112560004
4447,2360,0.056024
4466,2370,0.038072
4484,2380,0.028592
4503,2390,0.037944004
4521,2400,0.066704005
4540,2410,0.066904
4558,2420,0.056864
4577,2430,0.037432
4595,2440,0.084712
4614,2450,0.18454401
4632,2460,0.20645599
4651,2470,0.09268801
4669,2480,0.155904
4687,2490,0.155896
4706,2500,0.09124
4724,2510,0.118336
4743,2520,0.091520004
4761,2530,0.027568
4780,2540,0.009816
4798,2550,0.018856
4817,2560,0.028736
4835,2570,0.036416
4854,2580,0.026535999
4872,2590,0.0
4891,2600,0.008119999
4909,2610,0.035528
4928,2620,0.027407998
4946,2630,0.017048
4965,2640,0.054392
4983,2650,0.06532
5002,2660,0.067031994
5020,2670,0.06692
5039,2680,0.035488
5058,2690,0.091168
5076,2700,0.084464
5095,2710,0.111056
5113,2720,0.102224
5131,2730,0.048232004
5150,2740,0.047352
5169,2750,0.017736
5187,2760,0.019792
5206,2770,0.029672
5224,2780,0.029496
5243,2790,0.046384
5262,2800,0.046904
5281,2810,0.04524
5299,2820,0.063736
5318,2830,0.094136
5336,2840,0.095208
5355,2850,0.055344
5374,2860,0.044128004
5392,2870,0.04568
5410,2880,0.04696
5429,2890,0.08244
5447,2900,0.120568
5466,2910,0.055391997
5484,2920,0.018703999
5503,2930,0.027272
5521,2940,0.027168
5540,2950,0.048295997
5558,2960,0.047776
5577,2970,0.09506399
5595,2980,0.085311994
5613,2990,0.14432
5632,3000,0.16231199
5650,3010,0.18876
5668,3020,0.20500802
5687,3030,0.09999201
5705,3040,0.12218399
5723,3050,0.11569599
5742,3060,0.038544
5760,3070,0.028968
5779,3080,0.028288
5797,3090,0.046752
5816,3100,0.066248
5835,3110,0.056008
5853,3120,0.047528
5871,3130,0.028528
5890,3140,0.019168
5909,3150,0.019112
5928,3160,0.048512
5946,3170,0.086832
5964,3180,0.103704
5983,3190,0.09162399
6001,3200,0.053488
6020,3210,0.055423997
6038,3220,0.084072
6057,3230,0.036328003
