seconds,updates,mean reward
35,10,0.019461224
53,20,0.037349492
71,30,0.054432
89,40,0.036424
108,50,0.028248
126,60,0.065303996
144,70,0.046488
162,80,0.028903998
181,90,0.048008
199,100,0.046624
217,110,0.036488
236,120,0.008967999
254,130,0.103944
272,140,0.120759994
290,150,0.034448
308,160,0.027448
327,170,0.038023997
345,180,0.129552
363,190,0.13049601
381,200,0.14128
399,210,0.149496
417,220,0.083848
435,230,0.076928
453,240,0.13401599
471,250,0.075944
490,260,0.05732
508,270,0.094776005
526,280,0.07469599
544,290,0.03724
562,300,0.096168
580,310,0.22374399
599,320,0.36569598
617,330,0.435592
635,340,0.774984
654,350,0.78597593
672,360,0.894968
690,370,0.9218639
709,380,0.939064
727,390,0.93562394
745,400,0.93675995
764,410,0.936752
782,420,0.9389599
801,430,0.9465359
819,440,0.94573593
837,450,0.938952
856,460,0.93711996
874,470,0.9457199
892,480,0.9442242
911,490,0.93860793
929,500,0.93543196
947,510,0.938256
966,520,0.93856806
984,530,0.93772006
1002,540,0.9359921
1021,550,0.937408
1039,560,0.94401604
1057,570,0.9421439
1076,580,0.939816
1094,590,0.939112
1112,600,0.9448239
1131,610,0.943392
1149,620,0.943736
1168,630,0.93658394
1186,640,0.9410081
1204,650,0.94237596
1223,660,0.941904
1241,670,0.9468721
1259,680,0.94297594
1278,690,0.9378159
1296,700,0.9442479
1315,710,0.9355441
1333,720,0.93566394
1351,730,0.94459206
1370,740,0.94430405
1388,750,0.94474393
1406,760,0.93286395
1425,770,0.941696
1443,780,0.934848
1461,790,0.947136
1480,800,0.9429281
1498,810,0.94020003
1516,820,0.93768805
1535,830,0.93773603
1553,840,0.937472
1571,850,0.949832
1590,860,0.93936
1608,870,0.944752
1627,880,0.94623995
1645,890,0.94835997
1663,900,0.94772005
1682,910,0.94464797
1700,920,0.9464079
1718,930,0.94395995
1737,940,0.94084
1755,950,0.9393599
1773,960,0.94648796
1792,970,0.9425439
1810,980,0.92532015
1828,990,0.942568
1847,1000,0.9454321
1865,1010,0.94625604
1883,1020,0.94295204
1902,1030,0.94907194
1920,1040,0.89107996
1938,1050,0.91985595
1957,1060,0.9459601
1975,1070,0.9403119
1993,1080,0.9412799
2011,1090,0.94088006
2030,1100,0.933888
2048,1110,0.93966407
2066,1120,0.940296
2085,1130,0.94268006
2103,1140,0.9418641
2121,1150,0.94575995
2140,1160,0.9435521
2158,1170,0.925024
2176,1180,0.93470407
2195,1190,0.94326395
2213,1200,0.94312805
2232,1210,0.940528
2250,1220,0.913056
2268,1230,0.9396561
2287,1240,0.926344
2305,1250,0.9318081
2323,1260,0.93944794
2341,1270,0.93763995
2360,1280,0.946744
2378,1290,0.938448
2396,1300,0.94126403
2415,1310,0.943672
2433,1320,0.93328005
2451,1330,0.9352081
2470,1340,0.9448961
2488,1350,0.9387681
2506,1360,0.93624014
2525,1370,0.9371199
2543,1380,0.9299121
2561,1390,0.9368
2580,1400,0.939
2598,1410,0.9405921
2616,1420,0.94375205
2634,1430,0.943552
2653,1440,0.93509597
2671,1450,0.94373614
2690,1460,0.94041586
2708,1470,0.92703986
2726,1480,0.9001361
2744,1490,0.92936814
2763,1500,0.9190239
2781,1510,0.915968
2800,1520,0.92299193
2818,1530,0.9320641
2836,1540,0.94080806
2854,1550,0.94160795
2873,1560,0.94244003
2891,1570,0.9425199
2909,1580,0.93128794
2928,1590,0.938976
2946,1600,0.93307203
2965,1610,0.934664
2983,1620,0.94600797
