seconds,updates,mean reward
38,10,0.0178
58,20,0.037955552
79,30,0.057272006
99,40,0.055536002
119,50,0.046400003
139,60,0.037448
159,70,0.074815996
179,80,0.11731199
198,90,0.088464
218,100,0.072056
238,110,0.120824
257,120,0.16756801
276,130,0.112008
296,140,0.084952004
315,150,0.091455996
335,160,0.102312
354,170,0.112712
374,180,0.066152
393,190,0.054759998
413,200,0.064352
432,210,0.019528
452,220,0.02716
472,230,0.064456
491,240,0.048016
511,250,0.058912
530,260,0.046935998
550,270,0.027624
569,280,0.029711999
589,290,0.0278
608,300,0.016935999
628,310,0.028383998
647,320,0.039288
667,330,0.03904
686,340,0.057744004
706,350,0.067192
725,360,0.038615998
744,370,0.01928
764,380,0.04784
783,390,0.047440004
803,400,0.046447996
822,410,0.03504
841,420,0.02612
861,430,0.028975999
880,440,0.107576
899,450,0.087624
918,460,0.087528
937,470,0.07756
956,480,0.057568002
976,490,0.057896
995,500,0.057768
1014,510,0.067024
1034,520,0.067448
1053,530,0.019848
1072,540,0.029304
1092,550,0.029159999
1111,560,0.037720002
1130,570,0.044287995
1150,580,0.071816005
1169,590,0.13236
1188,600,0.084744
1208,610,0.047679998
1227,620,0.037664
1246,630,0.0858
1265,640,0.058111995
1284,650,0.028712
1304,660,0.075895995
1323,670,0.067384005
1342,680,0.028448
1362,690,0.036760002
1381,700,0.036024
1401,710,0.045224
1420,720,0.07356
1439,730,0.055088006
1459,740,0.055880003
1478,750,0.037407998
1497,760,0.009432
1517,770,0.047064
1535,780,0.04696
1554,790,0.038096
1574,800,0.057056
