lr,max-grad-norm,recurrent-policy,seed
8.76150457553109e-06,0.5,True,219

seconds,frames,mean reward
80,14080,0.019967347
135,26880,0.028146937
190,39680,0.027584
244,52480,0.037623998
298,65280,0.029608
353,78080,0.0
407,90880,0.017128
461,103680,0.036656
516,116480,0.07445601
570,129280,0.103304006
624,142080,0.085112
678,154880,0.018599998
758,167680,0.027328
813,180480,0.018943999
867,193280,0.019792
922,206080,0.019952
976,218880,0.028256
1030,231680,0.018272
1086,244480,0.009816
1140,257280,0.009816
1193,270080,0.0095999995
1248,282880,0.037936002
1302,295680,0.018856
1357,308480,0.009384
1411,321280,0.045552
1465,334080,0.056360003
1519,346880,0.064208
1573,359680,0.045439996
1628,372480,0.045032002
1682,385280,0.078311995
1738,398080,0.054040004
1793,410880,0.037992
1848,423680,0.054415997
1903,436480,0.073432
1959,449280,0.047832
2014,462080,0.054272
2068,474880,0.036
2122,487680,0.037096
2177,500480,0.083632
2232,513280,0.071816
2286,526080,0.072144
2340,538880,0.072848
2394,551680,0.098639995
2448,564480,0.073784
2502,577280,0.009656
2557,590080,0.028096002
2611,602880,0.037312
2666,615680,0.009215999
2720,628480,0.05292
2774,641280,0.08111999
2828,654080,0.083576
2882,666880,0.129608
2935,679680,0.092512
2990,692480,0.05552
3046,705280,0.036744
3100,718080,0.046096
3154,730880,0.063856
3208,743680,0.071408
3261,756480,0.100375995
3315,769280,0.073984005
3369,782080,0.06308
3423,794880,0.03648
3478,807680,0.01856
3533,820480,0.026304
3587,833280,0.026984
3642,846080,0.018976
3696,858880,0.037136
3750,871680,0.037072
3804,884480,0.027392002
3859,897280,0.052496005
3914,910080,0.062344
3968,922880,0.055744004
4022,935680,0.046832
4076,948480,0.048192002
4129,961280,0.047424003
4183,974080,0.054672
4237,986880,0.046143997
4291,999680,0.028768001
4344,1012480,0.038223997
4398,1025280,0.054216005
4453,1038080,0.061672002
4507,1050880,0.063624
4561,1063680,0.036144
4616,1076480,0.029056001
4670,1089280,0.037175998
4724,1102080,0.0372
4778,1114880,0.045352
4831,1127680,0.052416
4885,1140480,0.026432
4940,1153280,0.0
4994,1166080,0.008912
5048,1178880,0.009888
5103,1191680,0.009888
5157,1204480,0.038856
5211,1217280,0.04704
5266,1230080,0.037591998
5320,1242880,0.039336
5374,1255680,0.057168003
5430,1268480,0.038368
5485,1281280,0.0
5539,1294080,0.0083759995
5593,1306880,0.0083759995
5647,1319680,0.045544
5701,1332480,0.099415995
5755,1345280,0.054376002
5809,1358080,0.027919998
5863,1370880,0.067248
5917,1383680,0.06448
5971,1396480,0.062624
6025,1409280,0.108568
6080,1422080,0.098664
6135,1434880,0.044856
6190,1447680,0.073464006
6244,1460480,0.082944006
6298,1473280,0.055391997
6352,1486080,0.056864
6406,1498880,0.063944
6461,1511680,0.089416005
6515,1524480,0.12612
6570,1537280,0.073528
6624,1550080,0.045975998
6678,1562880,0.107903995
6732,1575680,0.113759995
6786,1588480,0.106048
6840,1601280,0.152624
6894,1614080,0.115991995
6948,1626880,0.071088
7002,1639680,0.064568
7056,1652480,0.055199996
7110,1665280,0.053872004
7165,1678080,0.071864
7220,1690880,0.100824006
7275,1703680,0.09138401
7330,1716480,0.061736003
7384,1729280,0.060728002
7438,1742080,0.053984
7492,1754880,0.03628
7546,1767680,0.025535999
7600,1780480,0.017231999
7654,1793280,0.018896
7708,1806080,0.028432
7762,1818880,0.0194
7816,1831680,0.0194
7870,1844480,0.017696
7924,1857280,0.091832
7979,1870080,0.092048
8033,1882880,0.064256
8087,1895680,0.047768
8141,1908480,0.0756
8195,1921280,0.070976
8249,1934080,0.09135201
8303,1946880,0.129624
8357,1959680,0.109608
8410,1972480,0.098919995
8464,1985280,0.119088
8517,1998080,0.111527994
8571,2010880,0.13454399
8625,2023680,0.199016
8678,2036480,0.21716
8732,2049280,0.170272
8787,2062080,0.158536
8841,2074880,0.142576
8895,2087680,0.145024
8949,2100480,0.153496
9004,2113280,0.14342402
9058,2126080,0.159328
9112,2138880,0.17861599
9166,2151680,0.21030399
9220,2164480,0.190536
9274,2177280,0.135728
9328,2190080,0.080264
9382,2202880,0.063599996
9436,2215680,0.108864
9491,2228480,0.144576
9544,2241280,0.152496
9598,2254080,0.115816005
9652,2266880,0.070752
9707,2279680,0.139216
9761,2292480,0.19552
9815,2305280,0.208192
9869,2318080,0.153872
9923,2330880,0.171296
9977,2343680,0.23339202
10031,2356480,0.30736
10085,2369280,0.188448
10138,2382080,0.140576
10192,2394880,0.127456
10246,2407680,0.10944
10300,2420480,0.098416
10354,2433280,0.13394399
10408,2446080,0.11316
10478,2458880,0.18731199
