seconds,updates,mean reward
35,10,0.05480784
53,20,0.047016002
72,30,0.064840004
90,40,0.028183999
109,50,0.0
127,60,0.009944
146,70,0.028584002
164,80,0.028416
183,90,0.028816
201,100,0.02816
220,110,0.00912
238,120,0.028696
257,130,0.028695999
275,140,0.0
294,150,0.019728
312,160,0.02972
331,170,0.01944
349,180,0.027072001
368,190,0.017624
386,200,0.008471999
405,210,0.01832
423,220,0.048311997
442,230,0.066312
460,240,0.092048004
479,250,0.055464
497,260,0.067448
516,270,0.077167995
534,280,0.086264
552,290,0.095855996
570,300,0.138496
589,310,0.39882398
607,320,0.701216
626,330,0.917176
644,340,0.929328
663,350,0.924136
681,360,0.93204
700,370,0.93368804
719,380,0.9180481
737,390,0.926352
756,400,0.948112
774,410,0.94655204
793,420,0.950712
812,430,0.93996
830,440,0.932784
849,450,0.8935841
867,460,0.927648
886,470,0.94704795
904,480,0.929976
923,490,0.932352
941,500,0.9351921
960,510,0.942352
978,520,0.9456479
997,530,0.921376
1016,540,0.94276
1034,550,0.9452
1053,560,0.9204401
1071,570,0.92135996
1090,580,0.940184
1109,590,0.929088
1127,600,0.9487601
1146,610,0.946776
1164,620,0.93077606
1183,630,0.9380481
1201,640,0.94356805
1220,650,0.93357587
1239,660,0.943792
1257,670,0.94709593
1276,680,0.93290406
1294,690,0.94560796
1313,700,0.9328239
1331,710,0.942696
1350,720,0.94503206
1368,730,0.946816
1387,740,0.94496
1406,750,0.944112
1424,760,0.93138397
1443,770,0.9458161
1461,780,0.942536
1480,790,0.94828
1498,800,0.9497921
1517,810,0.9481201
1535,820,0.94768804
1554,830,0.94367194
1573,840,0.949952
1591,850,0.9004
1610,860,0.9447839
1628,870,0.92632
1647,880,0.9213839
1665,890,0.945528
1684,900,0.94595194
1702,910,0.92772806
1721,920,0.93732
1740,930,0.944664
1758,940,0.94845605
1777,950,0.9440481
1795,960,0.94001603
1814,970,0.9455199
1832,980,0.93836
1851,990,0.93848807
1869,1000,0.9471839
1888,1010,0.9399601
1907,1020,0.9263439
1925,1030,0.94404
1944,1040,0.94252807
1962,1050,0.94348794
1981,1060,0.9412
2000,1070,0.9459121
2018,1080,0.94452804
2037,1090,0.93673605
2055,1100,0.9490879
2074,1110,0.933872
2093,1120,0.92912805
