seconds,updates,mean reward
35,10,0.037728
55,20,0.0368
74,30,0.046424
93,40,0.075976
112,50,0.073048
131,60,0.053832
149,70,0.046464
168,80,0.037864
187,90,0.047576
206,100,0.076639995
225,110,0.047895998
244,120,0.038808
263,130,0.026936
282,140,0.04368
301,150,0.073568
320,160,0.056199998
338,170,0.083264
357,180,0.065904
376,190,0.028624
395,200,0.046896
414,210,0.045360003
433,220,0.026528
452,230,0.055095997
470,240,0.064816006
489,250,0.047192
508,260,0.027888
527,270,0.053344
546,280,0.12176
564,290,0.123671986
583,300,0.093392
602,310,0.09384001
621,320,0.076608
639,330,0.096232
658,340,0.076392
677,350,0.045808002
696,360,0.073344
714,370,0.092344
733,380,0.064968
752,390,0.055527996
771,400,0.073304
790,410,0.084144
808,420,0.057552
827,430,0.039559998
846,440,0.0392
865,450,0.049224
883,460,0.077752
902,470,0.048023995
921,480,0.038367998
939,490,0.10368
958,500,0.093927994
977,510,0.066104
996,520,0.083024
1014,530,0.064872
1033,540,0.028983999
1052,550,0.038719997
1070,560,0.047264
1089,570,0.057207994
1108,580,0.057992
1127,590,0.048368
1145,600,0.047824003
1164,610,0.046808004
1183,620,0.075432
1201,630,0.037991997
1220,640,0.027983999
1239,650,0.047520004
1258,660,0.04844
1277,670,0.058256
1295,680,0.03872
1314,690,0.019328
1333,700,0.038039997
1352,710,0.083032
1370,720,0.054952003
1389,730,0.009832
1408,740,0.018480001
1427,750,0.036488
1445,760,0.047096
1464,770,0.0192
1483,780,0.009888
1502,790,0.03796
1520,800,0.072352
1539,810,0.064112
1558,820,0.076136
1577,830,0.05736
1595,840,0.018392
1614,850,0.046280004
1633,860,0.048696004
1652,870,0.038296
1670,880,0.028144002
1689,890,0.045760002
1708,900,0.046176
1727,910,0.018608
1745,920,0.018
1764,930,0.037807997
1783,940,0.0392
1801,950,0.038672
1820,960,0.037839998
1839,970,0.038072
1858,980,0.056928
1877,990,0.048192002
1895,1000,0.056208
1914,1010,0.046280004
1933,1020,0.0194
1952,1030,0.019752
1970,1040,0.037952
1989,1050,0.046511997
2008,1060,0.037848
2026,1070,0.057887997
2045,1080,0.077136
2064,1090,0.076944
2083,1100,0.058112003
2101,1110,0.056744
2120,1120,0.07356
2138,1130,0.056160003
2157,1140,0.056152
2175,1150,0.058615997
2194,1160,0.057639994
2213,1170,0.038248
2231,1180,0.029432
2250,1190,0.028232
2268,1200,0.025256
2287,1210,0.02644
2305,1220,0.009968
2324,1230,0.009816
2342,1240,0.019144
2361,1250,0.019144
2379,1260,0.018088
2398,1270,0.046608
2416,1280,0.057752
2434,1290,0.113304004
2453,1300,0.102656
2471,1310,0.073384
2490,1320,0.056024
2508,1330,0.057167996
2527,1340,0.038512003
2545,1350,0.029703999
2564,1360,0.06672
2582,1370,0.056792002
2600,1380,0.037528
2619,1390,0.027048
2638,1400,0.017328
2656,1410,0.026096001
2674,1420,0.018024
2693,1430,0.037920002
2711,1440,0.047384
2730,1450,0.036744
2748,1460,0.05356
2767,1470,0.035584003
2785,1480,0.008512
2803,1490,0.039168
2822,1500,0.029512
2840,1510,0.039216
2859,1520,0.067696
2877,1530,0.065288
2895,1540,0.073664
2914,1550,0.037136003
2932,1560,0.009432
2951,1570,0.018672
2969,1580,0.037344
2987,1590,0.056191996
3006,1600,0.075336
3024,1610,0.066272
3042,1620,0.057719998
3061,1630,0.10365601
3079,1640,0.085072
3097,1650,0.057856
3116,1660,0.073808
3134,1670,0.053864002
3152,1680,0.066616
3171,1690,0.08543199
3189,1700,0.076048
3208,1710,0.048912
3226,1720,0.01952
3244,1730,0.019584
3263,1740,0.056392003
3281,1750,0.044608
3299,1760,0.027168
3318,1770,0.029239997
