lr,max-grad-norm,recurrent-policy,seed
0.00022321293136499918,0.5,False,84

seconds,frames,mean reward
31,14080,0.05322449
41,26880,0.03487347
52,39680,0.026231999
62,52480,0.018136
72,65280,0.018296001
82,78080,0.037807997
93,90880,0.028856002
103,103680,0.038376
114,116480,0.075864
124,129280,0.20251998
135,142080,0.283248
146,154880,0.360752
156,167680,0.39188
167,180480,0.399024
178,193280,0.250136
189,206080,0.416736
200,218880,0.44085598
210,231680,0.34780002
221,244480,0.322976
231,257280,0.291728
243,270080,0.320296
254,282880,0.265952
265,295680,0.327824
275,308480,0.259832
286,321280,0.128672
296,334080,0.261112
306,346880,0.46711203
317,359680,0.51504797
327,372480,0.647704
338,385280,0.68633604
349,398080,0.6553999
359,410880,0.605824
370,423680,0.51297605
380,436480,0.510224
391,449280,0.492648
402,462080,0.70408803
413,474880,0.85835207
423,487680,0.9072001
434,500480,0.90264
445,513280,0.938328
455,526080,0.92656004
466,538880,0.9265279
477,551680,0.94276
488,564480,0.90868807
499,577280,0.9180881
509,590080,0.9384321
520,602880,0.9386959
532,615680,0.93904805
542,628480,0.93504006
553,641280,0.943376
564,654080,0.92472017
575,666880,0.92581594
586,679680,0.94006395
597,692480,0.936568
608,705280,0.9272799
619,718080,0.930376
630,730880,0.931
641,743680,0.9224241
653,756480,0.940904
664,769280,0.941088
675,782080,0.92556006
686,794880,0.90840805
697,807680,0.928648
707,820480,0.93431205
718,833280,0.9320801
729,846080,0.940272
740,858880,0.88180804
751,871680,0.922576
761,884480,0.9187039
772,897280,0.9296401
783,910080,0.9406719
794,922880,0.93484795
805,935680,0.934536
816,948480,0.91602385
827,961280,0.92734396
837,974080,0.92721605
849,986880,0.93203986
859,999680,0.93775207
870,1012480,0.94131994
881,1025280,0.89953595
893,1038080,0.94116
904,1050880,0.937608
915,1063680,0.93464804
926,1076480,0.92456794
937,1089280,0.94297594
948,1102080,0.9421759
959,1114880,0.932696
970,1127680,0.92929596
981,1140480,0.9178159
992,1153280,0.93462396
1004,1166080,0.942064
1014,1178880,0.93226403
1025,1191680,0.91666406
1037,1204480,0.927336
1048,1217280,0.915424
1059,1230080,0.9331921
1070,1242880,0.9346
1081,1255680,0.94569606
1093,1268480,0.94211197
1104,1281280,0.922992
1115,1294080,0.884048
1126,1306880,0.8948881
1137,1319680,0.929816
1148,1332480,0.901904
1159,1345280,0.87615204
1170,1358080,0.91346407
1181,1370880,0.935376
1192,1383680,0.923688
1203,1396480,0.88654405
1214,1409280,0.93456805
1225,1422080,0.92518395
1236,1434880,0.907528
1247,1447680,0.917808
1258,1460480,0.926032
1269,1473280,0.927136
1280,1486080,0.88547206
1292,1498880,0.93907195
1303,1511680,0.91829604
1314,1524480,0.90352005
1326,1537280,0.895856
1336,1550080,0.928224
1348,1562880,0.93711996
1359,1575680,0.9139919
1370,1588480,0.92513597
1381,1601280,0.91137606
1392,1614080,0.885576
1403,1626880,0.92076004
1413,1639680,0.90525603
1425,1652480,0.90916795
1436,1665280,0.935552
1446,1678080,0.8918
1458,1690880,0.91028
1469,1703680,0.9212481
1479,1716480,0.90327203
1490,1729280,0.88439995
1502,1742080,0.924864
1512,1754880,0.911
1523,1767680,0.91645604
1534,1780480,0.858112
1545,1793280,0.910536
1556,1806080,0.86668795
1567,1818880,0.92726386
1578,1831680,0.9119281
1589,1844480,0.882368
1600,1857280,0.806752
1611,1870080,0.9088639
1622,1882880,0.923208
1633,1895680,0.93199193
1644,1908480,0.93310404
1655,1921280,0.922704
1666,1934080,0.936968
1677,1946880,0.921208
1688,1959680,0.92368007
1699,1972480,0.9158481
1710,1985280,0.943312
1722,1998080,0.93103194
1733,2010880,0.93427205
1744,2023680,0.939376
1755,2036480,0.93613595
1766,2049280,0.930504
1779,2062080,0.930224
1790,2074880,0.908768
1801,2087680,0.920176
1812,2100480,0.92681605
1823,2113280,0.924152
1834,2126080,0.93492013
1845,2138880,0.9269039
1856,2151680,0.9120879
1867,2164480,0.92272
1879,2177280,0.92204005
1890,2190080,0.904528
1901,2202880,0.91889596
1912,2215680,0.9432881
1923,2228480,0.924632
1934,2241280,0.9128321
1945,2254080,0.87092
1956,2266880,0.9182801
1968,2279680,0.94170403
1979,2292480,0.89356804
1990,2305280,0.9192401
2001,2318080,0.904784
2012,2330880,0.9093281
2023,2343680,0.9360081
2034,2356480,0.924656
2045,2369280,0.9335358
2057,2382080,0.9516721
2068,2394880,0.91085607
2078,2407680,0.90388
2089,2420480,0.92862403
2100,2433280,0.9353279
2111,2446080,0.90184
2122,2458880,0.8738161
2133,2471680,0.88358396
2144,2484480,0.919096
2155,2497280,0.9248881
2166,2510080,0.91979194
2177,2522880,0.918864
2188,2535680,0.92156
2199,2548480,0.906512
2210,2561280,0.92612
2221,2574080,0.926936
2232,2586880,0.921192
2243,2599680,0.91585594
2254,2612480,0.918896
2265,2625280,0.8981361
2276,2638080,0.921496
2287,2650880,0.893112
2298,2663680,0.9197041
2310,2676480,0.93312013
2321,2689280,0.91824013
2332,2702080,0.91268003
2343,2714880,0.9340319
2353,2727680,0.8982
2364,2740480,0.88283205
2376,2753280,0.93191993
2387,2766080,0.938272
2398,2778880,0.91394407
2409,2791680,0.93700814
2420,2804480,0.8978881
2431,2817280,0.88807195
2442,2830080,0.914736
2453,2842880,0.929136
2464,2855680,0.930584
2475,2868480,0.91143197
2486,2881280,0.8952241
2497,2894080,0.92251205
2508,2906880,0.931032
2519,2919680,0.88328797
2529,2932480,0.91807204
2541,2945280,0.9271681
2552,2958080,0.93179995
2563,2970880,0.91694397
2574,2983680,0.90048796
2585,2996480,0.91876006
2596,3009280,0.906192
2607,3022080,0.89380807
2618,3034880,0.92712
2629,3047680,0.9247759
2640,3060480,0.91599196
2651,3073280,0.92228806
2662,3086080,0.92700803
2673,3098880,0.91327196
2684,3111680,0.935312
2695,3124480,0.916528
2706,3137280,0.947344
2717,3150080,0.91141593
2728,3162880,0.93323207
2739,3175680,0.890464
2750,3188480,0.924736
2761,3201280,0.89172006
2772,3214080,0.91723996
2783,3226880,0.9020159
2795,3239680,0.919096
2805,3252480,0.8798319
2816,3265280,0.861968
2827,3278080,0.9182401
2838,3290880,0.9201361
2849,3303680,0.90820795
2861,3316480,0.872288
2872,3329280,0.9386959
2883,3342080,0.91788805
2894,3354880,0.93620795
2905,3367680,0.9305041
2916,3380480,0.8684321
2927,3393280,0.921912
2938,3406080,0.9166399
2949,3418880,0.93036
2960,3431680,0.92851204
2971,3444480,0.9365841
2982,3457280,0.93784004
2993,3470080,0.9449521
3004,3482880,0.91490394
3015,3495680,0.93355995
3026,3508480,0.94329613
3037,3521280,0.94028
3048,3534080,0.94063205
3059,3546880,0.936216
3070,3559680,0.93830407
3081,3572480,0.893032
3092,3585280,0.94203997
3103,3598080,0.94810396
3114,3610880,0.928368
3125,3623680,0.93967193
3136,3636480,0.91268015
3148,3649280,0.942376
3159,3662080,0.9313521
3170,3674880,0.917072
3181,3687680,0.91013604
3192,3700480,0.940648
3203,3713280,0.93647194
3215,3726080,0.92974395
3226,3738880,0.93413603
3237,3751680,0.92912793
3248,3764480,0.9365921
3259,3777280,0.93364
3270,3790080,0.927648
3281,3802880,0.928272
3292,3815680,0.93939996
3303,3828480,0.93364006
3314,3841280,0.9218001
3325,3854080,0.9220879
