seconds,updates,mean reward
34,10,0.0
53,20,0.008683333
72,30,0.008336
90,40,0.018016
109,50,0.018016
128,60,0.028720003
146,70,0.048176
165,80,0.029456
183,90,0.036967997
202,100,0.036656
221,110,0.03664
240,120,0.027999999
259,130,0.009832
277,140,0.009424
296,150,0.019336
315,160,0.018768
333,170,0.043888003
352,180,0.045808002
370,190,0.076872
389,200,0.047944
408,210,0.046719998
426,220,0.067528
445,230,0.067056
463,240,0.101744
482,250,0.0646
500,260,0.019792
519,270,0.046752
537,280,0.056096002
556,290,0.086536
575,300,0.086311996
593,310,0.07612
612,320,0.065648
630,330,0.074288
649,340,0.056119993
667,350,0.04872
686,360,0.086160004
704,370,0.074456
723,380,0.056335997
741,390,0.047992002
760,400,0.04828
779,410,0.057400003
797,420,0.057239998
815,430,0.048760004
834,440,0.048535995
852,450,0.047304
871,460,0.037904
890,470,0.029176002
908,480,0.067032
927,490,0.096848
945,500,0.09744
963,510,0.048831996
982,520,0.10460799
1000,530,0.114296
1019,540,0.048656
1037,550,0.095472
1056,560,0.122648
1074,570,0.067168
1093,580,0.019528
1111,590,0.083264
1130,600,0.09336001
1148,610,0.06652799
1167,620,0.102024004
1186,630,0.074456
1204,640,0.01792
1223,650,0.02764
1241,660,0.058056
1260,670,0.058104
1278,680,0.009848
1297,690,0.029327998
1315,700,0.028616002
1334,710,0.057343997
1353,720,0.058096
1371,730,0.0286
1389,740,0.038064
1408,750,0.028992
1426,760,0.05568
1445,770,0.047184
1463,780,0.029032
1482,790,0.037304
1500,800,0.045503996
1519,810,0.036408
1537,820,0.028552001
1556,830,0.047199998
1574,840,0.046664
1593,850,0.066152
1611,860,0.055704
1630,870,0.03728
1648,880,0.056815997
1667,890,0.075424
1685,900,0.066304
1704,910,0.057432003
1722,920,0.057375997
