seconds,updates,mean reward
35,10,0.01755
54,20,0.028457142
74,30,0.063608
93,40,0.10919201
112,50,0.103663996
131,60,0.037936002
150,70,0.009312
170,80,0.05396
189,90,0.098359995
208,100,0.101448
227,110,0.084359996
246,120,0.218216
265,130,0.38334396
284,140,0.702128
304,150,0.92755204
323,160,0.930568
343,170,0.936496
362,180,0.914032
382,190,0.9305679
401,200,0.931072
420,210,0.942952
439,220,0.92323995
459,230,0.94475996
478,240,0.94383204
497,250,0.946104
517,260,0.9373681
536,270,0.9490001
556,280,0.94581586
576,290,0.916048
595,300,0.9157199
615,310,0.93250406
634,320,0.9457199
653,330,0.948352
673,340,0.93979996
692,350,0.9440959
712,360,0.9205919
731,370,0.93592787
751,380,0.945704
770,390,0.92475206
790,400,0.94738406
809,410,0.946056
829,420,0.94849604
848,430,0.94708794
868,440,0.93694395
887,450,0.783344
906,460,0.9323681
926,470,0.938648
945,480,0.942808
965,490,0.9452319
984,500,0.93834406
1003,510,0.939552
1023,520,0.946112
1042,530,0.9413841
1062,540,0.943152
1081,550,0.944824
1101,560,0.93424004
1120,570,0.939688
1140,580,0.9473121
1159,590,0.93858397
1179,600,0.941
1198,610,0.9406079
1218,620,0.94348
1237,630,0.9402719
1257,640,0.9338
1276,650,0.94765604
1296,660,0.93840003
1315,670,0.943976
1334,680,0.946576
1354,690,0.94810385
1373,700,0.9427841
1392,710,0.93537605
1412,720,0.94528794
1431,730,0.9388559
1450,740,0.9430721
1470,750,0.942168
1489,760,0.9413841
1509,770,0.942592
1528,780,0.94782394
1547,790,0.943048
1567,800,0.94444
1586,810,0.94183993
1606,820,0.94528794
1625,830,0.94371194
1644,840,0.938504
1664,850,0.94508797
1683,860,0.9442721
1702,870,0.9405201
1722,880,0.937864
1741,890,0.94321585
1761,900,0.9488719
1780,910,0.938152
1799,920,0.93287194
1818,930,0.9356881
1838,940,0.934696
1857,950,0.9478559
1877,960,0.94570386
1896,970,0.93908805
1915,980,0.9342081
1935,990,0.939328
1954,1000,0.9372
1974,1010,0.94352007
1993,1020,0.93571204
2012,1030,0.9475679
2032,1040,0.93955207
2051,1050,0.942288
2070,1060,0.94215196
2090,1070,0.938032
2109,1080,0.94291204
2128,1090,0.93191993
2148,1100,0.93864006
2167,1110,0.931896
2186,1120,0.93996
2205,1130,0.94521606
2225,1140,0.94808805
2244,1150,0.94500005
2263,1160,0.94228804
2283,1170,0.943328
2302,1180,0.9470081
2322,1190,0.947264
2341,1200,0.9428801
2360,1210,0.94216
2379,1220,0.94109607
2398,1230,0.9441679
2418,1240,0.947888
2437,1250,0.943216
2456,1260,0.94376
2476,1270,0.9414081
2495,1280,0.93808
2515,1290,0.942728
2534,1300,0.94167197
2554,1310,0.936728
2573,1320,0.937096
2591,1330,0.944768
2611,1340,0.944664
2630,1350,0.942384
2649,1360,0.94149613
2668,1370,0.94413596
2687,1380,0.945256
2706,1390,0.937976
2725,1400,0.9465681
2744,1410,0.90855193
2763,1420,0.92424804
2781,1430,0.9399439
2801,1440,0.9490799
2820,1450,0.945104
2839,1460,0.9409679
2858,1470,0.93732786
2877,1480,0.9301519
2896,1490,0.94596
2915,1500,0.944512
2934,1510,0.943256
2953,1520,0.939152
2972,1530,0.940112
2991,1540,0.94591194
3010,1550,0.946224
3029,1560,0.94565606
3048,1570,0.94086397
3067,1580,0.940312
3087,1590,0.946464
3106,1600,0.93716
3125,1610,0.9477601
3144,1620,0.94328797
3163,1630,0.94220006
3181,1640,0.9476641
3200,1650,0.9450081
3219,1660,0.9428321
3239,1670,0.948632
3258,1680,0.94638395
3276,1690,0.9405041
3296,1700,0.947776
3315,1710,0.92493606
3334,1720,0.9470799
3353,1730,0.9348401
3371,1740,0.9428081
3390,1750,0.94268006
3409,1760,0.935816
3428,1770,0.93803996
3447,1780,0.93693596
3466,1790,0.94284797
3485,1800,0.9319761
3504,1810,0.94080806
3523,1820,0.939888
3542,1830,0.9471521
3561,1840,0.93390393
3580,1850,0.946136
3599,1860,0.94586396
3618,1870,0.9424881
3636,1880,0.943096
3656,1890,0.93755203
3675,1900,0.93977594
3693,1910,0.93760794
3712,1920,0.94082403
3731,1930,0.94123197
3749,1940,0.9419039
3768,1950,0.9433599
3787,1960,0.94066405
3806,1970,0.940904
3825,1980,0.939416
3844,1990,0.938
3862,2000,0.94698393
3882,2010,0.93923193
3901,2020,0.944272
3919,2030,0.94123197
3938,2040,0.94548804
3957,2050,0.94296
3976,2060,0.9448559
3995,2070,0.94675195
4013,2080,0.947248
