seconds,updates,mean reward
36,10,0.038704
55,20,0.02850101
74,30,0.037416
93,40,0.06676
112,50,0.056576002
131,60,0.038128
150,70,0.009864
169,80,0.009864
188,90,0.018304
207,100,0.018312
226,110,0.028336
245,120,0.019792
264,130,0.009455999
283,140,0.027592001
301,150,0.044944
320,160,0.055015996
339,170,0.055960003
358,180,0.039095998
377,190,0.047792003
396,200,0.037856
415,210,0.019888
434,220,0.029320002
453,230,0.057303995
472,240,0.072952
491,250,0.083312
510,260,0.048232004
529,270,0.027528
547,280,0.100528
566,290,0.110064
585,300,0.090224
604,310,0.04508
623,320,0.064376004
642,330,0.076592
660,340,0.077344
679,350,0.056359995
698,360,0.064088
717,370,0.045832
736,380,0.074048
755,390,0.102936
773,400,0.074368
792,410,0.056504
811,420,0.037472
830,430,0.092904
849,440,0.12118401
867,450,0.119160004
886,460,0.153656
905,470,0.080608
924,480,0.02704
943,490,0.0372
