seconds,updates,mean reward
37,10,0.01695
56,20,0.01858969
75,30,0.009896
95,40,0.02908
114,50,0.03756
133,60,0.02772
153,70,0.06528
172,80,0.047255997
191,90,0.008208
210,100,0.037432
229,110,0.037432
249,120,0.009463999
268,130,0.018824
287,140,0.00936
306,150,0.008648
325,160,0.016968
345,170,0.00832
364,180,0.009264
383,190,0.018176
402,200,0.017944
421,210,0.046816003
440,220,0.028719999
459,230,0.009888
479,240,0.028296001
498,250,0.028296001
517,260,0.009592
536,270,0.009592
555,280,0.0
574,290,0.019792
594,300,0.017888
613,310,0.027864002
633,320,0.019824
652,330,0.038336
671,340,0.057656
690,350,0.02832
709,360,0.0
728,370,0.019464
748,380,0.03896
767,390,0.047895998
786,400,0.03836
805,410,0.027232
824,420,0.03592
842,430,0.028048001
862,440,0.048248
881,450,0.038847998
900,460,0.0
919,470,0.047519997
938,480,0.057711996
957,490,0.029328
976,500,0.009432
995,510,0.0
1014,520,0.027175998
1034,530,0.063815996
1053,540,0.044687998
1072,550,0.017872
1091,560,0.03744
1110,570,0.038608
1129,580,0.018215999
1148,590,0.016792
1167,600,0.064968
1187,610,0.07551201
1207,620,0.037808
1226,630,0.027951999
1245,640,0.018919999
1264,650,0.0097280005
1283,660,0.038944002
1302,670,0.019256001
1321,680,0.018896
1341,690,0.036863998
1360,700,0.027695999
1379,710,0.0097280005
1397,720,0.018352
1416,730,0.036368
1436,740,0.018016
1455,750,0.0
1474,760,0.009896
1493,770,0.009896
1512,780,0.009432
1531,790,0.03568
1550,800,0.036216002
1569,810,0.028464
1589,820,0.056624003
1608,830,0.038128
1627,840,0.044855997
1645,850,0.044527996
1664,860,0.01712
1683,870,0.00976
1703,880,0.046896
1722,890,0.055912
1741,900,0.047712002
1759,910,0.038304
1778,920,0.009368
1797,930,0.0
1816,940,0.009984
1835,950,0.036656
1854,960,0.053536
1873,970,0.028208
1892,980,0.009896
1911,990,0.03776
1930,1000,0.073768
1949,1010,0.037456
1968,1020,0.038096
1987,1030,0.045456
2005,1040,0.0542
2024,1050,0.064176
2043,1060,0.053207997
2062,1070,0.09166399
2081,1080,0.064527996
2100,1090,0.036552
2119,1100,0.063592
2138,1110,0.045215998
2157,1120,0.057455998
2176,1130,0.085056
2195,1140,0.06384
2214,1150,0.053672004
2232,1160,0.073808
2251,1170,0.074392
2270,1180,0.056296002
2289,1190,0.056176003
2308,1200,0.055288002
2326,1210,0.045215998
2345,1220,0.046496
2364,1230,0.028119998
2383,1240,0.028959999
2402,1250,0.055872
2421,1260,0.0356
2440,1270,0.045975998
2458,1280,0.054727994
2477,1290,0.03756
2496,1300,0.055104
2515,1310,0.081191994
2533,1320,0.09908001
2552,1330,0.081856005
2571,1340,0.07672
2590,1350,0.067552
2609,1360,0.075072
2628,1370,0.074192
2647,1380,0.054848
2666,1390,0.065096
2685,1400,0.055688
2703,1410,0.045144
2722,1420,0.045776
2741,1430,0.038007997
2759,1440,0.037992
2778,1450,0.0382
2797,1460,0.036688
2815,1470,0.036824003
2834,1480,0.028672002
2853,1490,0.028199999
2871,1500,0.068064004
2890,1510,0.03932
2909,1520,0.035768002
2927,1530,0.056088
2946,1540,0.056608
2964,1550,0.063216
2983,1560,0.046368
3002,1570,0.073088005
3020,1580,0.08104
3039,1590,0.036023997
3058,1600,0.02796
3076,1610,0.047248002
3095,1620,0.081695996
3114,1630,0.0916
3132,1640,0.07526401
3151,1650,0.09134401
3170,1660,0.074648
3188,1670,0.047816
3207,1680,0.066504
3226,1690,0.067304
3244,1700,0.058864
3263,1710,0.056984
3281,1720,0.092744
3300,1730,0.103655994
3318,1740,0.074496
3337,1750,0.055248003
3356,1760,0.036799997
3374,1770,0.05708
3393,1780,0.02944
3412,1790,0.019328
3430,1800,0.037440002
3449,1810,0.03688
3468,1820,0.0286
3486,1830,0.072488
3505,1840,0.075288
3523,1850,0.067719996
3542,1860,0.067320004
3561,1870,0.056736004
3579,1880,0.028296
3598,1890,0.028424
3617,1900,0.055544
3635,1910,0.065696
3654,1920,0.046968002
3672,1930,0.02744
3691,1940,0.01796
3710,1950,0.06524
3728,1960,0.07446399
3747,1970,0.045656
3766,1980,0.035632
3784,1990,0.055208
3803,2000,0.058432
3821,2010,0.04756
3840,2020,0.037952
3859,2030,0.064904
3877,2040,0.082016
3896,2050,0.073912
3915,2060,0.075647995
3933,2070,0.075632
3952,2080,0.067407995
3972,2090,0.075184
3990,2100,0.056407996
4009,2110,0.03896
4027,2120,0.066392004
4046,2130,0.064696
4065,2140,0.045656
4083,2150,0.07532
4102,2160,0.124368
4120,2170,0.076759994
4139,2180,0.082743995
4158,2190,0.065816
4176,2200,0.039120004
4195,2210,0.068288
4214,2220,0.085648
4232,2230,0.047512
4251,2240,0.067616
4270,2250,0.047448
4288,2260,0.009224
4307,2270,0.018072
4325,2280,0.06468
4344,2290,0.064392
4362,2300,0.043856002
4381,2310,0.03624
4400,2320,0.055031996
4418,2330,0.073752
4437,2340,0.111416005
4456,2350,0.056288004
4474,2360,0.047672
4493,2370,0.075536005
4512,2380,0.07563999
4530,2390,0.057592
4549,2400,0.029408
4568,2410,0.05684
4586,2420,0.048568
4605,2430,0.048232004
4623,2440,0.037568
4642,2450,0.02736
4661,2460,0.055455998
4680,2470,0.056184
4698,2480,0.036679998
4717,2490,0.036928
4735,2500,0.028632002
