seconds,updates,mean reward
35,10,0.01865
53,20,0.02879192
72,30,0.0384
91,40,0.027616
109,50,0.008768
128,60,0.018784001
147,70,0.028624
165,80,0.01968
184,90,0.028871998
203,100,0.026816001
221,110,0.05448
240,120,0.046456
258,130,0.037111998
277,140,0.009136001
295,150,0.027856
314,160,0.047184
332,170,0.063488
351,180,0.044159997
369,190,0.038552
388,200,0.065128
406,210,0.026576
425,220,0.04772
443,230,0.0854
462,240,0.074288
480,250,0.07572
499,260,0.056384
517,270,0.065888
535,280,0.047119997
554,290,0.06824
572,300,0.077824004
590,310,0.047728
609,320,0.037808
628,330,0.057440005
646,340,0.065791994
664,350,0.066984
683,360,0.048736
701,370,0.00952
719,380,0.039095998
738,390,0.037976
756,400,0.037056003
774,410,0.046168
792,420,0.027368
811,430,0.028368002
829,440,0.026872002
847,450,0.028056
866,460,0.019696
884,470,0.009656
902,480,0.027631998
921,490,0.046664
939,500,0.068128
958,510,0.049239997
976,520,0.047144
994,530,0.055656005
1013,540,0.037311997
1031,550,0.028032
1049,560,0.082136005
1068,570,0.08274401
1086,580,0.009504
1104,590,0.008936
1122,600,0.027
1141,610,0.037672
1159,620,0.066704005
1178,630,0.066408
1196,640,0.046736002
1214,650,0.056504
1232,660,0.04728
1251,670,0.083472006
1269,680,0.08356
1287,690,0.048144
1306,700,0.038496
1324,710,0.034632
1342,720,0.073024005
1360,730,0.058096
1379,740,0.067679994
1397,750,0.056984
1415,760,0.047944
1433,770,0.067159995
1452,780,0.074896
1470,790,0.0456
1488,800,0.027919998
1506,810,0.018936
1525,820,0.026383998
1543,830,0.03644
1561,840,0.04644
1580,850,0.056599997
1598,860,0.065776
1616,870,0.055632
1635,880,0.064224
1653,890,0.073912
1671,900,0.093856
1689,910,0.07428
1708,920,0.04684
1726,930,0.019456001
1744,940,0.026015999
1762,950,0.065496
1781,960,0.066248
1799,970,0.063952
1817,980,0.065544
1835,990,0.046071995
1854,1000,0.045832
1872,1010,0.04876
1890,1020,0.049168
1908,1030,0.048952
1926,1040,0.039328
1944,1050,0.076784
1963,1060,0.07612
1981,1070,0.076280005
1999,1080,0.067872
2017,1090,0.038599998
2035,1100,0.055767998
2053,1110,0.055376
2072,1120,0.027056001
2090,1130,0.0
2108,1140,0.019512
2126,1150,0.038224
2145,1160,0.018712
2163,1170,0.02928
2181,1180,0.058104
2199,1190,0.08673599
2217,1200,0.048095997
2236,1210,0.038168002
2254,1220,0.028456
2272,1230,0.01928
2290,1240,0.046648003
2308,1250,0.063744
2326,1260,0.045832
2345,1270,0.064792
2363,1280,0.064832
2381,1290,0.037864
2400,1300,0.035968002
2418,1310,0.045640003
2436,1320,0.083216
2455,1330,0.083487995
2473,1340,0.037184
2491,1350,0.072208
2509,1360,0.071992
2528,1370,0.037175998
2546,1380,0.037328
2564,1390,0.056512002
2582,1400,0.048352
2601,1410,0.036768
2619,1420,0.043568
2637,1430,0.043904
2655,1440,0.04524
2673,1450,0.037711997
2692,1460,0.019679999
2710,1470,0.046368
2728,1480,0.057296
2746,1490,0.027023999
2765,1500,0.065759994
2783,1510,0.076432
2801,1520,0.076079994
2819,1530,0.03764
2837,1540,0.027576001
2856,1550,0.036608
2874,1560,0.064968005
2892,1570,0.065671995
2910,1580,0.077047996
2928,1590,0.038432002
2947,1600,0.027344
2965,1610,0.046544
2983,1620,0.047904
3001,1630,0.028703999
3020,1640,0.019664
3038,1650,0.056575995
3056,1660,0.028687999
3074,1670,0.028592
3092,1680,0.047216002
3111,1690,0.018992
3129,1700,0.038496
3147,1710,0.01864
3165,1720,0.028368002
3184,1730,0.11198401
3202,1740,0.11306399
3220,1750,0.037264
3238,1760,0.009736
3256,1770,0.029584
3274,1780,0.049024
3293,1790,0.057848
3311,1800,0.067864
3329,1810,0.028512001
3347,1820,0.02804
3365,1830,0.038528
3383,1840,0.019576
3402,1850,0.028943999
3420,1860,0.046976
3438,1870,0.046768
3456,1880,0.05676
3474,1890,0.056224003
3492,1900,0.045544
3511,1910,0.027143998
3529,1920,0.049424
