seconds,updates,mean reward
34,10,0.0
52,20,0.020163264
71,30,0.028896
89,40,0.009136001
108,50,0.0
126,60,0.027544
144,70,0.047272
163,80,0.038383998
181,90,0.028552001
199,100,0.083568
218,110,0.081408
236,120,0.035272
254,130,0.054624
273,140,0.046392
291,150,0.045856
309,160,0.046488
328,170,0.065616004
346,180,0.083576
364,190,0.084656
382,200,0.10128799
400,210,0.07264
419,220,0.106368005
437,230,0.161608
455,240,0.11238399
473,250,0.085072
491,260,0.112151995
509,270,0.14027199
528,280,0.085296005
546,290,0.096392006
564,300,0.104424
582,310,0.12242399
600,320,0.113224
618,330,0.072968006
637,340,0.055824004
655,350,0.111471996
673,360,0.090648
691,370,0.026975999
709,380,0.056808
727,390,0.077792
745,400,0.058752004
764,410,0.049071997
782,420,0.057288
800,430,0.0656
818,440,0.046984002
836,450,0.05608
854,460,0.072671995
873,470,0.08287201
891,480,0.112376004
909,490,0.122039996
927,500,0.095984004
945,510,0.105648
963,520,0.158952
982,530,0.102488
1000,540,0.077199996
1018,550,0.08464
1036,560,0.055048
1054,570,0.073631994
1072,580,0.091192
1090,590,0.074168
1109,600,0.120968
1127,610,0.103815995
1145,620,0.055368
1163,630,0.036584
1181,640,0.037664
1199,650,0.037231997
1218,660,0.057832003
1236,670,0.048431996
1254,680,0.028088
1272,690,0.045880005
1290,700,0.037808
1308,710,0.01984
1326,720,0.028264001
1344,730,0.046752
1363,740,0.038248
1381,750,0.019760001
1399,760,0.047256004
1417,770,0.066096
1435,780,0.028136
1453,790,0.018856
1472,800,0.057032
1490,810,0.055888
1508,820,0.029352
1526,830,0.056767996
1544,840,0.056912
1562,850,0.065616
1581,860,0.064192
1599,870,0.063792
1617,880,0.037135996
1635,890,0.07632
1653,900,0.067816
1671,910,0.045408
1689,920,0.036688
1708,930,0.019407999
1726,940,0.009928
1744,950,0.057944003
1762,960,0.066216
1780,970,0.028088
1798,980,0.019760001
1816,990,0.028032
1835,1000,0.045640003
1853,1010,0.035592
1871,1020,0.03744
1889,1030,0.057656
1907,1040,0.047776002
1925,1050,0.067
1943,1060,0.077336
1961,1070,0.019736
1979,1080,0.027407998
1997,1090,0.066943996
2016,1100,0.05736
2034,1110,0.027544
2052,1120,0.038119998
2070,1130,0.036904
2088,1140,0.0358
2106,1150,0.0454
2124,1160,0.055967998
2142,1170,0.028592
2161,1180,0.009656
2179,1190,0.028528
2197,1200,0.035336003
2215,1210,0.036488
2233,1220,0.019728
2251,1230,0.00976
2269,1240,0.038647998
2288,1250,0.057152003
2306,1260,0.018176
2324,1270,0.058064
2342,1280,0.063687995
2360,1290,0.062511995
2378,1300,0.055760004
2396,1310,0.03776
2414,1320,0.07523201
2432,1330,0.113848
2451,1340,0.07553599
2469,1350,0.045312
2487,1360,0.054368
2505,1370,0.046359997
2523,1380,0.028568001
2541,1390,0.019336
