lr,max-grad-norm,num-steps,recurrent-policy,seed
6.194133325284312e-05,0.5,20,True,29

seconds,frames,mean reward
19,320,0.9909722
31,3520,0.19978632
43,6720,0.22096688
55,9920,0.20954166
68,13120,0.21777084
80,16320,0.14345832
93,19520,0.12322917
105,22720,0.0915625
117,25920,0.1471875
131,29120,0.13783334
143,32320,0.13716668
155,35520,0.15445833
168,38720,0.22556251
180,41920,0.25485417
193,45120,0.2385
205,48320,0.1746875
218,51520,0.16054167
231,54720,0.1606875
244,57920,0.15731248
257,61120,0.15660417
269,64320,0.09793751
281,67520,0.119645834
294,70720,0.12131251
306,73920,0.12522916
319,77120,0.10720833
331,80320,0.09722917
344,83520,0.10747916
357,86720,0.07954166
369,89920,0.0579375
381,93120,0.037979163
393,96320,0.028041666
406,99520,0.028479166
419,102720,0.028479166
431,105920,0.056625005
444,109120,0.056395836
457,112320,0.066374995
470,115520,0.048208334
483,118720,0.029937498
496,121920,0.019958332
509,125120,0.03975
522,128320,0.048354167
534,131520,0.038375
547,134720,0.025708333
560,137920,0.035
572,141120,0.054958332
585,144320,0.047541667
597,147520,0.067666665
610,150720,0.056020834
622,153920,0.06502083
635,157120,0.036979165
648,160320,0.058604166
660,163520,0.057729162
673,166720,0.16020831
685,169920,0.15714583
698,173120,0.17737499
711,176320,0.20531248
723,179520,0.2616042
736,182720,0.3100625
749,185920,0.33902082
762,189120,0.37416667
775,192320,0.51179165
788,195520,0.49681252
801,198720,0.5042292
814,201920,0.58156246
827,205120,0.5621875
840,208320,0.5570417
853,211520,0.5616042
867,214720,0.6568959
880,217920,0.6530625
893,221120,0.649125
906,224320,0.5823542
920,227520,0.46316662
933,230720,0.5034584
947,233920,0.5064792
960,237120,0.57743746
973,240320,0.5491458
985,243520,0.37622917
998,246720,0.32087502
1011,249920,0.43285415
1024,253120,0.4725208
1036,256320,0.39960414
1049,259520,0.2409375
1062,262720,0.12589583
1075,265920,0.06835417
1088,269120,0.059312496
1101,272320,0.049333334
1114,275520,0.03952083
1126,278720,0.039916664
1139,281920,0.039916664
1152,285120,0.029937498
1164,288320,0.029937498
1177,291520,0.039916664
1189,294720,0.039916664
1203,297920,0.019958332
1216,301120,0.019958332
1228,304320,0.019958332
1241,307520,0.039916664
1253,310720,0.019958332
1266,313920,0.019958332
1278,317120,0.009979166
1291,320320,0.019958332
1303,323520,0.029041667
1316,326720,0.05820833
1329,329920,0.0681875
1341,333120,0.039145835
1354,336320,0.029937498
1366,339520,0.029770833
1379,342720,0.03975
1392,345920,0.04989583
1405,349120,0.059874997
1417,352320,0.059874997
1430,355520,0.048062496
