seconds,updates,mean reward
36,10,0.038528
55,20,0.019657142
74,30,0.0
93,40,0.0
113,50,0.0
132,60,0.0
151,70,0.028032
170,80,0.046591997
189,90,0.056599997
208,100,0.075440004
227,110,0.1024
246,120,0.14108801
265,130,0.15106401
284,140,0.09531201
303,150,0.096568
322,160,0.068752006
341,170,0.039136
360,180,0.018936
379,190,0.080432
398,200,0.109455995
417,210,0.067648
436,220,0.059463996
455,230,0.097615995
474,240,0.16541602
492,250,0.13499199
511,260,0.16358401
530,270,0.17193599
549,280,0.094128
568,290,0.047784
587,300,0.08464
606,310,0.065512
625,320,0.065256
644,330,0.11029601
663,340,0.112504
682,350,0.095576
701,360,0.093536
720,370,0.076072
739,380,0.055175997
758,390,0.064864
777,400,0.055056
796,410,0.036232
814,420,0.05664
833,430,0.067128
852,440,0.067751996
871,450,0.074984
890,460,0.056392
909,470,0.064472
928,480,0.107472
947,490,0.147432
966,500,0.15868
985,510,0.15806401
1003,520,0.168008
1022,530,0.13188
1041,540,0.10344001
1060,550,0.26138398
1079,560,0.18195999
1098,570,0.14720802
1117,580,0.16652
1135,590,0.15675199
1154,600,0.141056
1173,610,0.159416
1192,620,0.129992
1211,630,0.035968002
1230,640,0.0
1249,650,0.045296002
1268,660,0.08984
1287,670,0.13617599
1306,680,0.222048
1325,690,0.377256
1344,700,0.810232
1363,710,0.89019996
1382,720,0.931408
1402,730,0.93846405
1421,740,0.9431359
1440,750,0.94951993
1459,760,0.944448
1479,770,0.94711995
1498,780,0.94734406
1517,790,0.952288
1536,800,0.9447281
1555,810,0.9427281
1575,820,0.94197595
1594,830,0.9345839
1613,840,0.947288
1632,850,0.94603217
1652,860,0.9370401
1671,870,0.94788796
1690,880,0.9479439
1709,890,0.947664
1729,900,0.92371994
1748,910,0.936104
1767,920,0.94220805
1786,930,0.950216
1806,940,0.94883204
1825,950,0.943488
1844,960,0.942728
1863,970,0.94445604
1882,980,0.9445679
1902,990,0.9293679
1921,1000,0.94783205
1940,1010,0.93852806
1959,1020,0.945544
1979,1030,0.950328
1998,1040,0.94548005
2017,1050,0.94077605
2036,1060,0.94558394
2056,1070,0.948736
2075,1080,0.945112
2094,1090,0.92649615
2113,1100,0.94054395
2132,1110,0.94360006
2151,1120,0.94794405
2171,1130,0.948032
2190,1140,0.94593596
2209,1150,0.94508815
2228,1160,0.94744796
2247,1170,0.94625586
2266,1180,0.94424796
2285,1190,0.9414719
2304,1200,0.9421841
2323,1210,0.9474
2343,1220,0.95068794
2362,1230,0.94497603
2381,1240,0.94537604
2400,1250,0.94648004
